0	0	0	0	0
1	0	0.722474	0.83534	0.0461818
2	0	0.794546	0.254945	0.028398
3	0	0.859143	0.134122	0.0339676
4	0	0.450798	0.066106	0.0173665
5	0	0.551473	0.0874737	0.0273181
6	0	0.793703	0.333989	0.0802872
7	0	0.346873	0.129789	0.0617653
8	0	0.157058	0.255357	0.157736
9	0	0.219379	0.833734	0.172808
10	0	0.387236	0.856715	0.0421221
11	0	0.00789474	0.00913075	0.00789474
12	0	0.163053	0.859131	0.0301668
13	0	0.107982	0.433231	0.0199781
14	0	0.0233511	0.0568186	0.289606
15	0	0.0360704	0.0863991	0.614182
16	0	0.0435708	0.125521	0.472901
17	0	0.0909199	0.287787	0.859098
18	0	0.0340689	0.0910858	0.334234
19	0	0.0792928	0.269421	0.374245
