0	0	0	0	0
1	0	0.469978	0.0532096	0.0368229
2	0	0.795238	0.130593	0.106028
3	0	0.839996	0.0760245	0.0604014
4	0	0.860124	0.407725	0.330117
5	0	0.840546	0.144664	0.110671
6	0	0.810031	0.181309	0.0855104
7	0	0.362834	0.497395	0.163496
8	0	0.387301	0.721512	0.581346
9	0	0.419869	0.663196	0.5288
10	0	0.58395	0.266335	0.162879
11	0	0.268411	0.495005	0.17311
12	0	0.513691	0.236564	0.570282
13	0	0.0952222	0.143301	0.104846
14	0	0.0722479	0.106126	0.551296
15	0	0.0191161	0.0235313	0.291228
16	0	0.0127693	0.0138948	0.151328
17	0	0.0660079	0.0919896	0.863028
18	0	0.233249	0.361731	0.812083
19	0	0.0706295	0.103669	0.482396
